id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105752800759173	,P2pEI3buJ,"带男朋友去看《出走的决心》《好东西》这一类电影，把这些电影当作自己恋情的试金石，通过观察男友的反应去给对方定性给自己吃定心丸，这种行为真的给人说不出的怪异感
因为一般电影结束之后女方都只会有两种反应，一种是感慨男朋友突然烂掉了，然后即便心里膈应也就仍然当做无事发生一样跟对方在一起
一种是庆幸自己男朋友跟其他男人不一样，太好了他是个三观正能够共情女人的正常男人，他真的太棒了我真的太幸运了",,,,,2024-11-28T18:29:51,,2712,107,151,,,2024-11-28 18:29:51,True
5105661545284657	,P2nhwmaMp,"查看图片
 //@娜娜子小朋友:“因为从小缺少爸妈的爱所以长大了很容易被渣男廉价的爱蒙骗”这个逻辑本身就有点立不住脚，既然缺失的是亲情那为何只能用爱情去弥补呢？为什么一谈到缺爱永远想的是“找个男人来爱我”，比起缺爱来说、这种根深蒂固的观念才是让很多女孩儿跌进深渊的原因",,,,,2024-11-28T12:27:13,,320,22,66,,娜娜子小朋友,2024-11-28 12:27:13,False,3946450229,娜娜子小朋友,4979923498306633	,NxxaRyQVX,"一个特别普遍的现象，当一个女生抱怨没人爱自己非常渴望被爱时，通常这份爱指的是性缘关系里的爱
身边人的付出和关爱、善意和支持通通都会被无视，那些朋友一直都在为她做的事情她习以为常、一旦男人做同样的事情甚至做得远不如朋友好，却立马就会感恩戴德向全世界宣布自己遇到了值得托付的真爱
很多人说在原生家庭里缺爱就会无可救药地爱上渣男，我曾经也深以为然
后来想了想，大家似乎都默认家庭当中缺失的那部分爱只能从男人那里获取，而朋友的爱伙伴的爱、自己的对自己的爱却总是被忽略被轻视，这些爱好像永远低恋爱关系当中的爱一等、前者必须得为后者让位
明明有那么多方式可以填补内心的缺口，但谈恋爱在不知不觉间成为了缺爱者获得救赎的唯一途径、男人的爱不知何时起就拥有着治愈一切伤痛的魔力、被很多女孩儿当成至高无上的信仰
我觉得每一个在原生家庭中缺少关爱和尊重的、有着不堪回首异常艰辛童年的女孩儿都可以思考一下这个问题，如果说你认同自己缺爱的话，你缺失的爱一定得从恋爱里重新获得吗？你是否习惯性忽视其他人和物里可以得到的爱？",,,,,2023-12-17T13:09:07,拖延症的一天,39497,174,9514,,,2023-12-17 13:09:07
5105335935964003	,P2eOlp1vB,这两张图看得人摇脑壳 ,,"https://wx4.sinaimg.cn/large/eb3a0d35gy1hw0s7qz03gj20u016s10x.jpg,https://wx4.sinaimg.cn/large/eb3a0d35gy1hw0s82i5vgj20sg0pt10l.jpg",,,2024-11-27T14:53:22,,10774,416,386,,,2024-11-27 14:53:22,True
5105044856768998	,P27eRsoVo,容易感觉焦虑的话可以尝试把痘印跟小红薯都卸载把朋友圈入口关闭，并且确保每天都能有那么一段时间不去看手机而是专注于现实生活的某个爱好某些体验，亲测内心会平和很多 ,,,,,2024-11-26T19:36:43,,2576,70,194,,,2024-11-26 19:36:43,True
5104992708988113	,P25SKBIdz,"我每次看这种帖子看到女方说男方的条件如何如何自己多纠结
完全不知道她们到底在纠结什么…… ",,https://wx2.sinaimg.cn/large/eb3a0d35gy1hvzp8zj8hjj20wh1qlaq0.jpg,,,2024-11-26T16:09:31,,2136,125,30,,,2024-11-26 16:09:31,True
5104708476208198	,P1Yujq32e,"会主动给爸妈发消息，会经常跟爸妈打电话，能毫无负担找家里要钱，以及出门在外会经常说自己想家
我感觉能同时满足这四点的人原生家庭大概率挺幸福跟父母关系也挺融洽的 ",,,,,2024-11-25T21:20:04,,6311,262,370,,,2024-11-25 21:20:04,True
5104297964735421	,P1NOcjRTL,有一个普遍适用的规律，就是你对某个人好得太过头、姿态放得太低表现得太过于狂热跟盲目，那么对方往往不会感激你的付出、相反只会把这一切都归功于自己太有魅力太有本事 ,,,,,2024-11-24T18:08:51,,2539,50,208,,,2024-11-24 18:08:51,True
5103940460874781	,P1EvA3Fzn,我发觉年轻女生一谈恋爱就很容易陷入下意识在男方面前装傻装笨扮柔弱，想要展现自己的贤惠懂事、想给男的做饭吃给男的花钱的围着男人转的怪圈 ,,,,,2024-11-23T18:28:15,,3911,116,377,,,2024-11-23 18:28:15,True
5103557948476296	,P1uyCzz4s,"我现阶段对于任何一个犯了错的女人的态度
1.不对她们的身材长相进行评价和攻击
2.不造谣不信谣不传谣
3.不对她们进行道德审查跟谴责
4.就事论事，没有杀人放火绝不喊打喊杀 ",,,,,2024-11-22T17:08:17,,5455,109,416,,,2024-11-22 17:08:17,True
5103266969160624	,P1mZiCr60,好幽默 ,,"https://wx4.sinaimg.cn/large/eb3a0d35gy1hvu787o9ujj20vy1oidwc.jpg,https://wx2.sinaimg.cn/large/eb3a0d35gy1hvu77jl9mcj20wi18cakc.jpg,https://wx4.sinaimg.cn/large/eb3a0d35gy1hvu77yafjnj21lr3b0tr4.jpg,https://wx3.sinaimg.cn/large/eb3a0d35gy1hvu77lm51kj20wh1g5wq4.jpg",,,2024-11-21T21:52:02,,7141,160,136,,,2024-11-21 21:52:02,True
5103156504301841	,P1k78i36x,"上次刷到一个恋爱博主发的视频，大概是说自己向不婚主义的女朋友求婚了，说什么女朋友虽然不婚但一直期待自己可以求婚。最近也经常看到这一类的视频，说什么最纯爱的那一年不婚主义的她都结婚了，观感上真的又怪又不舒服
这些人嘴里的不婚好像单纯只是因为很难遇到好男人、因为觉得自己找不到真爱并且对亲密关系有比较高的要求，出于这样的一些担忧跟恐惧暂时没有结婚的打算，但随时有可能因为拥有一段稳定的符合自己预期的关系而改变心意，给人感觉像是另一种形式上的「擦亮眼」",,,,,2024-11-21T14:33:05,,1701,70,65,,,2024-11-21 14:33:05,True
5102560279530706	,P14BtDZn4,人在感觉到幸福的时候是不会下意识想要打开手机频繁切换于各个软件的，沉醉于当下的时候总是会忘记有手机这个东西的存在 ,,,,,2024-11-19T23:03:54,,2522,53,224,,,2024-11-19 23:03:54,True
5102494407459987	,P12TeviGn,"随便其他人要怎么说怎么定义怎么评价
难听的话可以不用听也可以听了不往心里去，你自己心里清楚这些只是观点而并非事实，很多人对你的看法映照出的并不是真实的你而是原本的他们自己，只要你不当一回事就损伤跟影响不到你分毫
好听的话也同样，可以左耳朵进右耳朵出，也可以在心里给这份认可和欣赏预留一个位置，但没必要因此就让给说这些话的人打上特别的标签，带着深厚的滤镜去看人
也不是说把别人的认可跟夸奖看得一文不值，而是说到底也只是停留在口头上的一些表达而已，不会对我们的生活有太多实际的加成。所以没必要为了把它们看得太重，为了得到而去迎合去努力去磋磨自己
我一直都是这么觉得的，好与坏不是别人说了算的，而且好与坏也根本不重要。我们究竟是怎样的人，此时此刻拥有什么样的生活。我们的选择是否顺应我们的本能满足自己的现实需求，我们有没有对当下的生活感到满意，只有我们自己最有资格回答",,,,,2024-11-19T18:42:09,,674,21,119,,,2024-11-19 18:42:09,True
